engine_id,cylinder,frequency_khz,column,amplitude_mv,imputed_value_mv,was_imputed,signed_deviation,anomaly_score,is_suspicious
test_0000,2,14,mV_14,27.255,,False,-0.10059415450613055,0.263912544960078,False
test_0000,2,15,mV_15,26.465,,False,0.3334088267944845,0.4425760826746147,False
test_0000,2,16,mV_16,28.765,,False,1.0028925226033591,0.8558014641671927,False
test_0000,2,17,mV_17,32.468,,False,1.0840119846675682,0.7927291229846238,False
test_0000,2,18,mV_18,,34.16894248114726,True,,,False
test_0000,2,19,mV_19,33.366,,False,0.6557805706007019,0.5614997800918268,False
test_0000,2,20,mV_20,33.317,,False,0.9344379791659032,0.6311641322331271,False
test_0000,3,0,mV_0,33.684,,False,-0.8379731282558924,0.5983132499739502,False
test_0000,3,1,mV_1,28.276,,False,-0.7173067433840158,0.7451036921358816,False
test_0000,3,2,mV_2,22.274,,False,-0.7078281535196024,0.6530576299163479,False
test_0000,3,3,mV_3,26.277,,False,-0.47926746924217084,0.4424742799169173,False
test_0000,3,4,mV_4,35.83,,False,-0.10353402766372505,0.21017727249314955,False
test_0000,3,5,mV_5,43.646,,False,-0.15437356540297717,0.14090592453639766,False
test_0000,3,6,mV_6,48.947,,False,-0.15134253967591124,0.2010785493272692,False
test_0000,3,7,mV_7,52.864,,False,-0.34725555255427726,0.2917235694935826,False
test_0000,3,8,mV_8,54.29,,False,-0.3210406331898644,0.3257410432051994,False
test_0000,3,9,mV_9,54.384,,False,-0.3136273538867915,0.3014886350903486,False
test_0000,3,10,mV_10,50.859,,False,-0.2576591993979469,0.24702283300900169,False
test_0000,3,11,mV_11,44.134,,False,-0.15914557935332144,0.15445640397478613,False
test_0000,3,12,mV_12,37.415,,False,-0.04187525779455486,0.06494207218730788,False
test_0000,3,13,mV_13,31.745,,False,-0.016872193806800388,0.07464890710946873,False
test_0000,3,14,mV_14,26.991,,False,-0.22297598302971924,0.28494752869761336,False
test_0000,3,15,mV_15,24.424,,False,-0.6769659549242145,0.5681294342000485,False
test_0000,3,16,mV_16,25.548,,False,-0.6956098439220455,0.7577564003301089,False
test_0000,3,17,mV_17,28.397,,False,-0.9628399585521304,0.742770951514298,False
test_0000,3,18,mV_18,32.143,,False,-0.3497940450308856,0.4603613219646364,False
test_0000,3,19,mV_19,31.559,,False,-0.17901723924464397,0.25535780034336014,False
test_0000,3,20,mV_20,30.77,,False,-0.31360267785326695,0.20155564873779447,False
test_0000,4,0,mV_0,35.548,,False,-0.08647834304108207,0.3098659803985528,False
test_0000,4,1,mV_1,33.088,,False,1.066507235512047,0.8955060926492846,False
test_0000,4,2,mV_2,27.087,,False,1.362531556531962,1.0536670774376735,False
test_0000,4,3,mV_3,26.4,,False,-0.4230979611747234,0.7403564845788342,False
test_0000,4,4,mV_4,34.228,,False,-0.7526984594339278,0.6559630384979159,False
test_0000,4,5,mV_5,42.246,,False,-0.6953572739490846,0.6448524945585382,False
test_0000,4,6,mV_6,48.196,,False,-0.435996970902056,0.5435849369805121,False
test_0000,4,7,mV_7,52.131,,False,-0.6069885321688518,0.586333957384473,False
test_0000,4,8,mV_8,53.187,,False,-0.6953617942981325,0.692753672894513,False
test_0000,4,9,mV_9,53.007,,False,-0.7733025708129346,0.6322803332869419,False
test_0000,4,10,mV_10,50.772,,False,-0.2871543972237656,0.34515709886115875,False
test_0000,4,11,mV_11,44.684,,False,0.03301703018416903,0.11437567896204637,False
test_0000,4,12,mV_12,37.806,,False,0.10431425825608177,0.09539637677347987,False
test_0000,4,13,mV_13,32.14,,False,0.13993996039758688,0.18343102459878527,False
test_0000,4,14,mV_14,28.226,,False,0.34952991934388555,0.2940922346490087,False
test_0000,4,15,mV_15,26.473,,False,0.3373691395106767,0.43155344190523004,False
test_0000,4,16,mV_16,28.195,,False,0.7019455692556812,0.5341130078112503,False
test_0000,4,17,mV_17,31.098,,False,0.3951917532229618,0.4172827015854535,False
test_0000,4,18,mV_18,33.318,,False,0.1768017306402093,0.2380743480692425,False
test_0000,4,19,mV_19,31.506,,False,-0.20350217777358962,0.21210208640652048,False
test_0000,4,20,mV_20,30.87,,False,-0.2646022594386934,0.1831766741627441,False
test_0000,5,0,mV_0,37.273,,False,0.6089768632333525,0.6322809317909991,False
test_0000,5,1,mV_1,33.748,,False,1.3111700006972913,1.2044904352783843,False
test_0000,5,2,mV_2,27.608,,False,1.5866448764856016,1.3122853474800147,False
test_0000,5,3,mV_3,29.001,,False,0.7646816362515648,0.9428633775075306,False
test_0000,5,4,mV_4,37.703,,False,0.6554453610413906,0.5188930895835865,False
test_0000,5,5,mV_5,,46.39940344561165,True,,,False
test_0000,5,6,mV_6,51.824,,False,0.9391378846085254,0.7012202866740158,False
test_0000,5,7,mV_7,56.459,,False,0.9266053774790124,0.9396312092287269,False
test_0000,5,8,mV_8,58.083,,False,0.9661761973483571,0.9537989308589162,False
test_0000,5,9,mV_9,58.188,,False,0.956237951259938,0.9504544723225211,False
test_0000,5,10,mV_10,54.342,,False,0.923165789421851,0.9043784219560002,False
test_0000,5,11,mV_11,46.922,,False,0.8149441577203604,0.8163268434000834,False
test_0000,5,12,mV_12,39.432,,False,0.7122532687377621,0.780044802977727,False
test_0000,5,13,mV_13,34.006,,False,0.8807285167150236,0.6184275755419524,False
test_0000,5,14,mV_14,,29.681938351698413,True,,,False
test_0000,5,15,mV_15,28.757,,False,1.4680384199837346,1.2297237202099396,False
test_0000,5,16,mV_16,30.621,,False,1.9828180408722886,1.8159561514281286,False
test_0000,5,17,mV_17,33.952,,False,1.8301501039842023,1.758949003252286,False
test_0000,5,18,mV_18,36.031,,False,1.392677764168451,1.4401307483821149,False
test_0000,5,19,mV_19,34.425,,False,1.1450173612073544,1.2052480515884212,False
test_0000,5,20,mV_20,33.733,,False,1.1382797197705246,0.8553942001871009,False
test_0000,6,0,mV_0,35.813,,False,0.020359703140208036,0.017223173598164124,False
test_0000,6,1,mV_1,30.135,,False,-0.028173288112240423,0.08063566885916881,False
test_0000,6,2,mV_2,24.491,,False,0.24583639607198637,0.24955005604098862,False
test_0000,6,3,mV_3,28.374,,False,0.47835414390774134,0.43045892679482534,False
test_0000,6,4,mV_4,37.367,,False,0.5192910232918325,0.47308506063223504,False
test_0000,6,5,mV_5,45.017,,False,0.37540405203753363,0.31752478184172495,False
test_0000,6,6,mV_6,,49.48544788391953,True,,,False
test_0000,6,7,mV_7,54.204,,False,0.12756326420361142,0.06522393938622074,False
test_0000,6,8,mV_8,55.219,,False,-0.005769229137660148,0.036736644780546966,False
test_0000,6,9,mV_9,55.347,,False,0.00784485664325616,0.05181119655014644,False
test_0000,6,10,mV_10,52.167,,False,0.1857858437764133,0.13420379768385715,False
test_0000,6,11,mV_11,45.04,,False,0.1573986465393458,0.1367362573533406,False
test_0000,6,12,mV_12,37.403,,False,-0.046361892558257456,0.09344642185995697,False
test_0000,6,13,mV_13,31.476,,False,-0.12366325578396721,0.08396826239106145,False
test_0000,6,14,mV_14,27.381,,False,-0.04218464543805387,0.14290968947888294,False
test_0000,6,15,mV_15,25.057,,False,-0.36360621125545683,0.3042144174092404,False
test_0000,6,16,mV_16,26.018,,False,-0.447460601687994,0.49387595038049015,False
test_0000,6,17,mV_17,28.886,,False,-0.7169763868905158,0.52396527549675,False
test_0000,6,18,mV_18,32.445,,False,-0.21444772651797428,0.3003851066454739,False
test_0000,6,19,mV_19,32.067,,False,0.05566858665543116,0.11623652203155554,False
test_0000,6,20,mV_20,31.694,,False,0.13916118829738555,0.08349774081255057,False
test_0000,7,0,mV_0,37.615,,False,0.746858417172979,0.4768548320511614,False
test_0000,7,1,mV_1,31.327,,False,0.4137024938586878,0.4744896867624705,False
test_0000,7,2,mV_2,24.672,,False,0.32369534215952744,0.27903025739428833,False
test_0000,7,3,mV_3,27.206,,False,-0.05502785139941068,0.11021060417903482,False
test_0000,7,4,mV_4,36.103,,False,0.007091371757790462,0.030199313923552944,False
test_0000,7,5,mV_5,44.179,,False,0.05158666077922017,0.0275661733290577,False
test_0000,7,6,mV_6,,49.06657001914237,True,,,False
test_0000,7,7,mV_7,54.427,,False,0.20658161952973708,0.16081341793155188,False
test_0000,7,8,mV_8,55.914,,False,0.23009043266673335,0.21313384166231478,False
test_0000,7,9,mV_9,55.88,,False,0.1857728817860553,0.25262516566297516,False
test_0000,7,10,mV_10,52.825,,False,0.4088644664130567,0.25087545365304215,False
test_0000,7,11,mV_11,,45.78021637408722,True,,,False
test_0000,7,12,mV_12,38.167,,False,0.23928718739746452,0.1771579249401515,False
test_0000,7,13,mV_13,32.367,,False,0.23005732496567696,0.29143769370221434,False
test_0000,7,14,mV_14,28.478,,False,0.46634893748003886,0.3627788673933862,False
test_0000,7,15,mV_15,26.374,,False,0.2883602696477902,0.36326092589323467,False
test_0000,7,16,mV_16,27.642,,False,0.4099742267973195,0.37285838817571476,False
test_0000,7,17,mV_17,31.074,,False,0.38312482946042986,0.5532643388795622,False
test_0000,7,18,mV_18,35.237,,False,1.0368334698000692,0.9765634829942202,False
test_0000,7,19,mV_19,35.084,,False,1.449462162916313,1.2748794332446993,False
test_0000,7,20,mV_20,33.785,,False,1.1637599373461025,0.9442455094021295,False
test_0000,8,0,mV_0,33.889,,False,-0.7553248283797981,0.6076824835799672,False
test_0000,8,1,mV_1,27.729,,False,-0.9200802775602726,0.781736992133589,False
test_0000,8,2,mV_2,22.684,,False,-0.5314625850340129,0.5049416980847772,False
test_0000,8,3,mV_3,27.407,,False,0.03676134471081031,0.18918515751808154,False
test_0000,8,4,mV_4,35.711,,False,-0.1517553556166926,0.08506801398604888,False
test_0000,8,5,mV_5,,42.87508254881285,True,,,False
test_0000,8,6,mV_6,48.061,,False,-0.4871665424273939,0.4286385899090749,False
test_0000,8,7,mV_7,51.755,,False,-0.7402212747815119,0.7206352399848865,False
test_0000,8,8,mV_8,52.54,,False,-0.9149318679491284,0.8905105241107618,False
test_0000,8,9,mV_9,52.352,,False,-0.9919570857632787,0.9838115666319225,False
test_0000,8,10,mV_10,48.562,,False,-1.0364002270520045,1.056136558766686,False
test_0000,8,11,mV_11,41.27,,False,-1.1597886951994563,1.25541019336886,False
test_0000,8,12,mV_12,33.072,,False,-1.665663156024522,1.569147526200881,False
test_0000,8,13,mV_13,27.29,,False,-1.7854750975550235,1.649759582131015,False
test_0000,8,14,mV_14,24.533,,False,-1.3624249773894914,1.1275812630835016,False
test_0000,8,15,mV_15,,24.59253408234609,True,,,False
test_0000,8,16,mV_16,26.177,,False,-0.3635122410173266,0.2748976883007164,False
test_0000,8,17,mV_17,29.571,,False,-0.37256627116821256,0.37951124713110773,False
test_0000,8,18,mV_18,32.01,,False,-0.40940020517067943,0.44492454404065396,False
test_0000,8,19,mV_19,30.673,,False,-0.5883314946530446,0.4569088143151531,False
test_0000,8,20,mV_20,30.917,,False,-0.24157206278384388,0.26786890505518307,False
test_0000,9,0,mV_0,31.919,,False,-1.5495548320671237,0.9742146397754742,False
test_0000,9,1,mV_1,28.059,,False,-0.7977488949676491,0.9284847800873076,False
test_0000,9,2,mV_2,22.597,,False,-0.5688864983468087,0.7886457204479456,False
test_0000,9,3,mV_3,24.657,,False,-1.2190609901305156,1.1093092142107828,False
test_0000,9,4,mV_4,32.556,,False,-1.4302283782352911,1.4881684593604991,False
test_0000,9,5,mV_5,39.198,,False,-1.873156090840898,1.7907912662421197,False
test_0000,9,6,mV_6,44.105,,False,-1.9866245050513918,2.004808175302966,True
test_0000,9,7,mV_7,47.712,,False,-2.1728276002681826,2.1358129827478827,True
test_0000,9,8,mV_8,48.721,,False,-2.2109722254037742,2.1866081563232993,True
test_0000,9,9,mV_9,48.878,,False,-2.1516605742174666,2.0860879350222152,True
test_0000,9,10,mV_10,46.221,,False,-1.8300583662501533,1.8353042463387008,False
test_0000,9,11,mV_11,40.212,,False,-1.5294396786370306,1.6354721869295616,False
test_0000,9,12,mV_12,33.106,,False,-1.6529510241940324,1.6693966985825157,False
test_0000,9,13,mV_13,27.147,,False,-1.8422450673049666,1.8126460911374014,False
test_0000,9,14,mV_14,23.345,,False,-1.9131432057456397,1.9175555093217413,False
test_0000,9,15,mV_15,21.748,,False,-2.00169055849072,1.9244137767863274,False
test_0000,9,16,mV_16,23.492,,False,-1.78113078441823,1.842366398824053,False
test_0000,9,17,mV_17,26.721,,False,-1.8055134679690321,1.7643301970052352,False
test_0000,9,18,mV_18,29.208,,False,-1.665163067664646,1.768172659233078,False
test_0000,9,19,mV_19,27.754,,False,-1.9368510336339881,1.867615407208771,False
test_0000,9,20,mV_20,27.468,,False,-1.9315964939024615,1.4500110053597277,False
test_0000,10,0,mV_0,39.2,,False,1.3858708820686187,0.9685517530270822,False
test_0000,10,1,mV_1,33.185,,False,1.102465247971091,1.404267423985242,False
test_0000,10,2,mV_2,28.63,,False,2.0262683179301675,2.1369442924763686,True
test_0000,10,3,mV_3,34.756,,False,3.3927752860740483,2.9810301623152986,True
test_0000,10,4,mV_4,43.766,,False,3.1123017591829294,2.404344701109977,True
test_0000,10,5,mV_5,,50.23206130734314,True,,,False
test_0000,10,6,mV_6,56.208,,False,2.600822340661003,1.86027216322413,False
test_0000,10,7,mV_7,60.164,,False,2.2394439715745142,2.2266299304823822,False
test_0000,10,8,mV_8,60.619,,False,1.8268094381194968,1.8350888606431535,False
test_0000,10,9,mV_9,59.659,,False,1.4472925947591055,1.375457695400898,False
test_0000,10,10,mV_10,53.921,,False,0.7804361539658834,0.8968182826310781,False
test_0000,10,11,mV_11,46.247,,False,0.5791082278334404,0.6069239497190826,False
test_0000,10,12,mV_12,38.835,,False,0.4890431892435661,0.5203558981794429,False
test_0000,10,13,mV_13,33.108,,False,0.5242289863971991,0.6808267274065927,False
test_0000,10,14,mV_14,30.03,,False,1.1858057475884063,1.2128731011847473,False
test_0000,10,15,mV_15,29.742,,False,1.955651923164978,1.948702160817293,False
test_0000,10,16,mV_16,31.975,,False,2.6976990493508097,2.4608431418299523,False
test_0000,10,17,mV_17,35.269,,False,2.4923225454532125,1.9205860350643087,False
test_0000,10,18,mV_18,,37.003544979643834,True,,,False
test_0000,10,19,mV_19,36.484,,False,2.0962341240582525,1.675199916689622,False
test_0000,10,20,mV_20,36.529,,False,2.508331418641984,1.778224240335555,False
test_0000,11,0,mV_0,32.839,,False,-1.1786453887207597,0.5959953152290686,False
test_0000,11,1,mV_1,30.139,,False,-0.026690483474754962,0.37699348659043674,False
test_0000,11,2,mV_2,23.278,,False,-0.2759475906914771,0.6734047020160273,False
test_0000,11,3,mV_3,22.695,,False,-2.1150331432064,1.5817188834707343,False
test_0000,11,4,mV_4,31.592,,False,-1.8208616567786595,1.8167667614860123,False
test_0000,11,5,mV_5,40.137,,False,-1.51031058918033,1.5320079487378622,False
test_0000,11,6,mV_6,45.952,,False,-1.286548959812129,1.3647414269500495,False
test_0000,11,7,mV_7,49.962,,False,-1.3755571989956104,1.3341046616542236,False
test_0000,11,8,mV_8,51.409,,False,-1.2987552888135443,1.3253797847071604,False
test_0000,11,9,mV_9,51.344,,False,-1.3284513622059433,1.2291139016924701,False
test_0000,11,10,mV_10,48.785,,False,-0.9607975935444498,0.9827939133661373,False
test_0000,11,11,mV_11,42.64,,False,-0.6811291041697064,0.7479845669764578,False
test_0000,11,12,mV_12,35.738,,False,-0.6688824660219683,0.6831221465106179,False
test_0000,11,13,mV_13,29.99,,False,-0.7135945498288284,0.6983192835595622,False
test_0000,11,14,mV_14,25.968,,False,-0.6972055685586237,0.7810183545485756,False
test_0000,11,15,mV_15,23.739,,False,-1.0160677312482267,0.9288345715255184,False
test_0000,11,16,mV_16,24.998,,False,-0.9859972550469965,0.9967757427954873,False
test_0000,11,17,mV_17,28.325,,False,-0.9990407298397296,0.8907214753367672,False
test_0000,11,18,mV_18,31.632,,False,-0.5788071866206133,0.6318485077017406,False
test_0000,11,19,mV_19,31.144,,False,-0.37073892772600625,0.33007126051815644,False
test_0000,11,20,mV_20,,30.14439664061287,True,,,False
test_0000,12,0,mV_0,36.761,,False,0.40255769476233194,0.2909885279490896,False
test_0000,12,1,mV_1,29.243,,False,-0.35883872227169455,0.3749628178682185,False
test_0000,12,2,mV_2,23.037,,False,-0.37961613216715284,0.38768971594805995,False
test_0000,12,3,mV_3,28.274,,False,0.4326878771862395,0.31124797163490797,False
test_0000,12,4,mV_4,,37.71860007079748,True,,,False
test_0000,12,5,mV_5,46.366,,False,0.896680496915175,0.6553604891339334,False
test_0000,12,6,mV_6,51.531,,False,0.8280809627053834,0.7588641929740683,False
test_0000,12,7,mV_7,55.206,,False,0.4826143495703311,0.5781350710588935,False
test_0000,12,8,mV_8,56.766,,False,0.5192306223895282,0.5063290683707417,False
test_0000,12,9,mV_9,56.834,,False,0.504240679133579,0.4532080565765637,False
test_0000,12,10,mV_10,52.46,,False,0.2851202456495686,0.30229242259758976,False
test_0000,12,11,mV_11,44.975,,False,0.13468851995764292,0.1673200895673943,False
test_0000,12,12,mV_12,37.834,,False,0.11478307270472277,0.20723368311154156,False
test_0000,12,13,mV_13,32.958,,False,0.46468006707907783,0.4578202191712626,False
test_0000,12,14,mV_14,29.17,,False,0.787137669822172,0.5726706959366072,False
test_0000,12,15,mV_15,26.3,,False,0.25172737702300735,0.38725930494234884,False
test_0000,12,16,mV_16,27.355,,False,0.25844479590120856,0.27385737184850795,False
test_0000,12,17,mV_17,30.962,,False,0.3268125185686072,0.4465547051631108,False
test_0000,12,18,mV_18,34.874,,False,0.8741489876140203,0.7702679708396217,False
test_0000,12,19,mV_19,34.124,,False,1.0059613895618393,1.0223805107499018,False
test_0000,12,20,mV_20,33.866,,False,1.203450276261908,0.8532154855214138,False
test_0001,1,0,mV_0,37.541,,False,0.8353525724061591,0.4627628147116486,False
test_0001,1,1,mV_1,30.803,,False,-0.18034611403427603,0.4314466864540455,False
test_0001,1,2,mV_2,25.586,,False,0.5297419453414708,0.6800255101236821,False
test_0001,1,3,mV_3,33.977,,False,1.4802720357775108,1.1461464961085543,False
test_0001,1,4,mV_4,41.424,,False,1.0942999675377252,1.0956943144166218,False
test_0001,1,5,mV_5,47.753,,False,0.7139052868135262,0.6375871409923753,False
test_0001,1,6,mV_6,51.157,,False,0.028238022804724077,0.1925953331057436,False
test_0001,1,7,mV_7,,53.550551854262245,True,,,False
test_0001,1,8,mV_8,53.936,,False,-0.2859162087341022,0.24172818774252136,False
test_0001,1,9,mV_9,53.16,,False,-0.3950803335018811,0.34860539927481893,False
test_0001,1,10,mV_10,51.71,,False,-0.31834472136141134,0.25794244405617595,False
test_0001,1,11,mV_11,,51.11068889514256,True,,,False
test_0001,1,12,mV_12,46.711,,False,0.039258054182396834,0.048361380662192276,False
test_0001,1,13,mV_13,42.828,,False,0.11492941428397543,0.11734451417450936,False
test_0001,1,14,mV_14,36.873,,False,0.20026117394768972,0.2046658011282171,False
test_0001,1,15,mV_15,31.329,,False,0.3032114423335136,0.296574900380425,False
test_0001,1,16,mV_16,24.464,,False,0.3796155429069832,0.37182470057166755,False
test_0001,1,17,mV_17,12.489,,False,0.4248562741391903,0.34716283093486744,False
test_0001,1,18,mV_18,17.952,,False,0.15932323255410577,0.3503983024273316,False
test_0001,1,19,mV_19,19.753,,False,0.6580904704619245,0.542582526649149,False
test_0001,1,20,mV_20,19.61,,False,0.694825933118641,0.5119355841748017,False
test_0001,2,0,mV_0,32.604,,False,-1.1550603860731912,0.7938806571748367,False
test_0001,2,1,mV_1,28.955,,False,-0.8654018565529642,0.9755292293967339,False
test_0001,2,2,mV_2,21.992,,False,-1.0162528184078161,0.844407906319496,False
test_0001,2,3,mV_3,29.685,,False,-0.47972413190938723,0.6938513014708951,False
test_0001,2,4,mV_4,36.75,,False,-0.7997041236569901,0.7518747661954887,False
test_0001,2,5,mV_5,43.503,,False,-0.9283666855585874,0.9646358479391173,False
test_0001,2,6,mV_6,47.911,,False,-1.2021058969823046,1.1383907483384883,False
test_0001,2,7,mV_7,50.211,,False,-1.220984513830757,1.164483025995712,False
test_0001,2,8,mV_8,51.791,,False,-1.0138571793390296,1.0563250171681315,False
test_0001,2,9,mV_9,51.418,,False,-0.9766011961637102,1.0516339827188799,False
test_0001,2,10,mV_10,48.993,,False,-1.2394763592090694,1.2171483799698986,False
test_0001,2,11,mV_11,47.052,,False,-1.4130396052977456,1.3382114651892119,False
test_0001,2,12,mV_12,43.163,,False,-1.287290290952287,1.335589525422399,False
test_0001,2,13,mV_13,39.126,,False,-1.3547379144872764,1.259484699360478,False
test_0001,2,14,mV_14,34.195,,False,-1.0411726775150723,1.108584878840933,False
test_0001,2,15,mV_15,28.702,,False,-0.9972562458463106,0.8800920393076985,False
test_0001,2,16,mV_16,22.827,,False,-0.48468298802310084,0.5167949799784054,False
test_0001,2,17,mV_17,11.844,,False,0.10055769802110939,0.5732869895151358,False
test_0001,2,18,mV_18,14.01,,False,-1.6073495739952235,0.9277356730596874,False
test_0001,2,19,mV_19,17.472,,False,-0.3956858462271931,0.7785318438255936,False
test_0001,2,20,mV_20,16.732,,False,-0.7154061088527647,0.4566245159831806,False
test_0001,3,0,mV_0,33.89,,False,-0.6365934902651198,0.4553171611652818,False
test_0001,3,1,mV_1,29.811,,False,-0.5480816641308877,0.5643342111976847,False
test_0001,3,2,mV_2,23.135,,False,-0.5245800262638436,0.5532628308495102,False
test_0001,3,3,mV_3,32.084,,False,0.6158096067394663,0.5133572554262441,False
test_0001,3,4,mV_4,39.457,,False,0.2972297819622003,0.37004534988372706,False
test_0001,3,5,mV_5,46.604,,False,0.2699122288710414,0.26588174323420044,False
test_0001,3,6,mV_6,51.68,,False,0.22647273323251862,0.2466419599687839,False
test_0001,3,7,mV_7,54.401,,False,0.263710144539057,0.276496420729478,False
test_0001,3,8,mV_8,55.816,,False,0.35209266060727945,0.2642983255029904,False
test_0001,3,9,mV_9,54.611,,False,0.08929783625834593,0.14072393326217825,False
test_0001,3,10,mV_10,52.744,,False,0.032207399924741635,0.07121323562727785,False
test_0001,3,11,mV_11,50.721,,False,-0.1311403064012822,0.1054958043156288,False
test_0001,3,12,mV_12,46.265,,False,-0.12749520453520916,0.1603988948366109,False
test_0001,3,13,mV_13,41.895,,False,-0.25546486387474304,0.31768276158080866,False
test_0001,3,14,mV_14,35.077,,False,-0.6323061140385395,0.567824727576163,False
test_0001,3,15,mV_15,29.199,,False,-0.75122181835283,0.960820920595298,False
test_0001,3,16,mV_16,20.509,,False,-1.7085339316369925,1.3003800071984308,False
test_0001,3,17,mV_17,9.589,,False,-1.033230347166908,1.0036349207684894,False
test_0001,3,18,mV_18,18.131,,False,0.23954505710314916,0.40527918620918124,False
test_0001,3,19,mV_19,18.093,,False,-0.10879628346351888,0.11783693634260349,False
test_0001,3,20,mV_20,18.163,,False,-0.014210121340227016,0.03430413153599323,False
test_0001,4,0,mV_0,39.385,,False,1.5787841088525691,1.218895685203186,False
test_0001,4,1,mV_1,35.924,,False,1.7180145231076054,1.6379974100981973,False
test_0001,4,2,mV_2,27.928,,False,1.5371764853250092,1.8178401956836006,False
test_0001,4,3,mV_3,36.164,,False,2.4789932889767785,2.1337110478601096,True
test_0001,4,4,mV_4,43.757,,False,2.039681128161873,2.108747347138377,True
test_0001,4,5,mV_5,50.762,,False,1.8766338432529823,1.8221067304321885,False
test_0001,4,6,mV_6,55.028,,False,1.495478107060916,1.503934708431394,False
test_0001,4,7,mV_7,56.897,,False,1.148148776350762,1.238399149540373,False
test_0001,4,8,mV_8,58.202,,False,1.1618209383990517,1.1821174806652959,False
test_0001,4,9,mV_9,58.108,,False,1.256679269512318,1.3263032347195156,False
test_0001,4,10,mV_10,57.457,,False,1.6300334614543752,1.4540859651667775,False
test_0001,4,11,mV_11,54.816,,False,1.2995976682460413,1.2755632864292226,False
test_0001,4,12,mV_12,48.941,,False,0.873024347770432,0.9406042139948414,False
test_0001,4,13,mV_13,44.344,,False,0.7167704921924606,0.711075917401871,False
test_0001,4,14,mV_14,37.601,,False,0.537738337452131,0.5692844888213958,False
test_0001,4,15,mV_15,31.696,,False,0.4848907881888608,0.3768799784574631,False
test_0001,4,16,mV_16,,25.16148155414097,True,,,False
test_0001,4,17,mV_17,13.598,,False,0.9824487096662445,0.9736196978441657,False
test_0001,4,18,mV_18,21.902,,False,1.9295813720441737,1.5988702725995259,False
test_0001,4,19,mV_19,21.692,,False,1.5538696366435116,1.684653793171291,False
test_0001,4,20,mV_20,21.664,,False,1.7012945273539677,1.2391146728378617,False
test_0001,5,0,mV_0,35.64,,False,0.06894077696981335,0.1116225672791177,False
test_0001,5,1,mV_1,30.457,,False,-0.3086087151768441,0.30386749818545944,False
test_0001,5,2,mV_2,23.124,,False,-0.5293117854183362,0.3509984076810814,False
test_0001,5,3,mV_3,30.655,,False,-0.03676134471080921,0.229068276633561,False
