engine_id,cylinder,frequency_khz,column,amplitude_mv,signed_deviation,anomaly_score,is_suspicious
test_0000,2,9,mV_9,56.444,0.3740494412242138,0.30528675362673574,False
test_0000,2,10,mV_10,51.535,-0.02847812203872281,0.16465775774072153,False
test_0000,2,11,mV_11,43.938,-0.22762534566122675,0.24739922074215587,False
test_0000,2,12,mV_12,36.174,-0.5058680696074471,0.44010363222742177,False
test_0000,2,13,mV_13,30.475,-0.5210530440335662,0.41214207804517755,False
test_0000,2,14,mV_14,27.255,-0.10059415450613055,0.24547233887530479,False
test_0000,2,15,mV_15,26.465,0.25964800245539177,0.4056956705050683,False
test_0000,2,16,mV_16,28.765,1.0028925226033591,0.8373612580824196,False
test_0000,2,17,mV_17,32.468,1.0840119846675682,0.8144652039378563,False
test_0000,2,18,mV_18,32.917,0.08694432381292955,0.47842030072353225,False
test_0000,2,19,mV_19,33.366,0.6557805706007019,0.5693319923199244,False
test_0000,2,20,mV_20,33.317,0.878822504265364,0.6033563947828575,False
test_0000,3,0,mV_0,33.684,-0.8379731282558924,0.5983132499739502,False
test_0000,3,1,mV_1,28.276,-0.7173067433840158,0.7451036921358816,False
test_0000,3,2,mV_2,22.274,-0.7078281535196024,0.6530576299163479,False
test_0000,3,3,mV_3,26.277,-0.47926746924217084,0.4424742799169173,False
test_0000,3,4,mV_4,35.83,-0.10353402766372505,0.21017727249314955,False
test_0000,3,5,mV_5,43.646,-0.15437356540297717,0.15210779566253552,False
test_0000,3,6,mV_6,48.947,-0.19615002418046265,0.2234822915795449,False
test_0000,3,7,mV_7,52.864,-0.34725555255427726,0.3029254406197204,False
test_0000,3,8,mV_8,54.29,-0.3210406331898644,0.3257410432051994,False
test_0000,3,9,mV_9,54.384,-0.3136273538867915,0.3014886350903486,False
test_0000,3,10,mV_10,50.859,-0.2576591993979469,0.24702283300900169,False
test_0000,3,11,mV_11,44.134,-0.15914557935332144,0.15445640397478613,False
test_0000,3,12,mV_12,37.415,-0.04187525779455486,0.06494207218730788,False
test_0000,3,13,mV_13,31.745,-0.016872193806800388,0.07464890710946873,False
test_0000,3,14,mV_14,26.991,-0.22297598302971924,0.3033877347823865,False
test_0000,3,15,mV_15,24.424,-0.7507267792633072,0.6050098463695948,False
test_0000,3,16,mV_16,25.548,-0.6956098439220455,0.7761966064148821,False
test_0000,3,17,mV_17,28.397,-0.9628399585521304,0.7203065998074779,False
test_0000,3,18,mV_18,32.143,-0.2599366382036053,0.4154326185509962,False
test_0000,3,19,mV_19,31.559,-0.17901723924464397,0.24679731736167482,False
test_0000,3,20,mV_20,30.77,-0.36921815275380615,0.22936338618806407,False
test_0000,4,0,mV_0,35.548,-0.08647834304108207,0.3098659803985528,False
test_0000,4,1,mV_1,33.088,1.066507235512047,0.8955060926492846,False
test_0000,4,2,mV_2,27.087,1.362531556531962,1.0536670774376735,False
test_0000,4,3,mV_3,26.4,-0.4230979611747234,0.7403564845788342,False
test_0000,4,4,mV_4,34.228,-0.7526984594339278,0.6559630384979159,False
test_0000,4,5,mV_5,42.246,-0.6953572739490846,0.6560543656846761,False
test_0000,4,6,mV_6,48.196,-0.48080445540660743,0.5659886792327878,False
test_0000,4,7,mV_7,52.131,-0.6069885321688518,0.5975358285106109,False
test_0000,4,8,mV_8,53.187,-0.6953617942981325,0.692753672894513,False
test_0000,4,9,mV_9,53.007,-0.7733025708129346,0.6322803332869419,False
test_0000,4,10,mV_10,50.772,-0.2871543972237656,0.34515709886115875,False
test_0000,4,11,mV_11,44.684,0.03301703018416903,0.11437567896204637,False
test_0000,4,12,mV_12,37.806,0.10431425825608177,0.09539637677347987,False
test_0000,4,13,mV_13,32.14,0.13993996039758688,0.18343102459878527,False
test_0000,4,14,mV_14,28.226,0.34952991934388555,0.2756520285642355,False
test_0000,4,15,mV_15,26.473,0.26360831517158395,0.39467302973568363,False
test_0000,4,16,mV_16,28.195,0.7019455692556812,0.515672801726477,False
test_0000,4,17,mV_17,31.098,0.3951917532229618,0.4397470532922736,False
test_0000,4,18,mV_18,33.318,0.26665913746748965,0.2830030514828827,False
test_0000,4,19,mV_19,31.506,-0.20350217777358962,0.24847030683847537,False
test_0000,4,20,mV_20,30.87,-0.3202177343392326,0.2109844116130137,False
test_0000,5,0,mV_0,37.273,0.6089768632333525,0.6322809317909991,False
test_0000,5,1,mV_1,33.748,1.3111700006972913,1.2044904352783843,False
test_0000,5,2,mV_2,27.608,1.5866448764856016,1.3122853474800147,False
test_0000,5,3,mV_3,29.001,0.7646816362515648,0.9428633775075306,False
test_0000,5,4,mV_4,37.703,0.6554453610413906,0.5882549293578914,False
test_0000,5,5,mV_5,44.7635,0.2774473590972196,0.526167619834951,False
test_0000,5,6,mV_6,51.824,0.894330400103974,0.748178384196045,False
test_0000,5,7,mV_7,56.459,0.9266053774790124,0.928429338102589,False
test_0000,5,8,mV_8,58.083,0.9661761973483571,0.9537989308589162,False
test_0000,5,9,mV_9,58.188,0.956237951259938,0.9504544723225211,False
test_0000,5,10,mV_10,54.342,0.923165789421851,0.9043784219560002,False
test_0000,5,11,mV_11,46.922,0.8149441577203604,0.8163268434000834,False
test_0000,5,12,mV_12,39.432,0.7122532687377621,0.780044802977727,False
test_0000,5,13,mV_13,34.006,0.8807285167150236,1.0715068924102944,False
test_0000,5,14,mV_14,31.381500000000003,1.8123172674733676,1.4749101618266,False
test_0000,5,15,mV_15,28.757,1.394277595644642,1.645922624908735,False
test_0000,5,16,mV_16,30.621,1.9828180408722886,1.7975159453433553,False
test_0000,5,17,mV_17,33.952,1.8301501039842023,1.7814133549591062,False
test_0000,5,18,mV_18,36.031,1.4825351709957313,1.4850594517957547,False
test_0000,5,19,mV_19,34.425,1.1450173612073544,1.2138085345701064,False
test_0000,5,20,mV_20,33.733,1.0826642448699855,0.8275864627368313,False
test_0000,6,0,mV_0,35.813,0.020359703140208036,0.017223173598164124,False
test_0000,6,1,mV_1,30.135,-0.028173288112240423,0.08063566885916881,False
test_0000,6,2,mV_2,24.491,0.24583639607198637,0.24955005604098862,False
test_0000,6,3,mV_3,28.374,0.47835414390774134,0.43045892679482534,False
test_0000,6,4,mV_4,37.367,0.5192910232918325,0.47308506063223504,False
test_0000,6,5,mV_5,45.017,0.37540405203753363,0.33135951784672435,False
test_0000,6,6,mV_6,49.6105,0.055338944019997574,0.15341130107028506,False
test_0000,6,7,mV_7,54.204,0.12756326420361142,0.07905867539122013,False
test_0000,6,8,mV_8,55.219,-0.005769229137660148,0.036736644780546966,False
test_0000,6,9,mV_9,55.347,0.00784485664325616,0.05181119655014644,False
test_0000,6,10,mV_10,52.167,0.1857858437764133,0.13420379768385715,False
test_0000,6,11,mV_11,45.04,0.1573986465393458,0.1367362573533406,False
test_0000,6,12,mV_12,37.403,-0.046361892558257456,0.09344642185995697,False
test_0000,6,13,mV_13,31.476,-0.12366325578396721,0.08396826239106145,False
test_0000,6,14,mV_14,27.381,-0.04218464543805387,0.16134989556365614,False
test_0000,6,15,mV_15,25.057,-0.4373670355945496,0.3410948295787868,False
test_0000,6,16,mV_16,26.018,-0.447460601687994,0.5123161564652634,False
test_0000,6,17,mV_17,28.886,-0.7169763868905158,0.5015009237899299,False
test_0000,6,18,mV_18,32.445,-0.12459031969069395,0.2554564032318337,False
test_0000,6,19,mV_19,32.067,0.05566858665543116,0.07986830159960066,False
test_0000,6,20,mV_20,31.694,0.08354571339684637,0.05569000336228097,False
test_0000,7,0,mV_0,37.615,0.746858417172979,0.4768548320511614,False
test_0000,7,1,mV_1,31.327,0.4137024938586878,0.4744896867624705,False
test_0000,7,2,mV_2,24.672,0.32369534215952744,0.27903025739428833,False
test_0000,7,3,mV_3,27.206,-0.05502785139941068,0.11021060417903482,False
test_0000,7,4,mV_4,36.103,0.007091371757790462,0.030199313923552944,False
test_0000,7,5,mV_5,44.179,0.05158666077922017,0.04286966555376545,False
test_0000,7,6,mV_6,49.303,-0.06121396889883101,0.09514905452665481,False
test_0000,7,7,mV_7,54.427,0.20658161952973708,0.17611691015625963,False
test_0000,7,8,mV_8,55.914,0.23009043266673335,0.21313384166231478,False
test_0000,7,9,mV_9,55.88,0.1857728817860553,0.25262516566297516,False
test_0000,7,10,mV_10,52.825,0.4088644664130567,0.3300551834465589,False
test_0000,7,11,mV_11,45.496,0.31671891917406697,0.32039737303966376,False
test_0000,7,12,mV_12,38.167,0.23928718739746452,0.25633765473366826,False
test_0000,7,13,mV_13,32.367,0.23005732496567696,0.29143769370221434,False
test_0000,7,14,mV_14,28.478,0.46634893748003886,0.344338661308613,False
test_0000,7,15,mV_15,26.374,0.21459944530869748,0.3263805137236883,False
test_0000,7,16,mV_16,27.642,0.4099742267973195,0.3544181820909416,False
test_0000,7,17,mV_17,31.074,0.38312482946042986,0.5757286905863821,False
test_0000,7,18,mV_18,35.237,1.1266908766273493,1.0214921864078603,False
test_0000,7,19,mV_19,35.084,1.449462162916313,1.2834399162263845,False
test_0000,7,20,mV_20,33.785,1.1081444624455632,0.9164377719518598,False
test_0000,8,0,mV_0,33.889,-0.7553248283797981,0.6076824835799672,False
test_0000,8,1,mV_1,27.729,-0.9200802775602726,0.781736992133589,False
test_0000,8,2,mV_2,22.684,-0.5314625850340129,0.5049416980847772,False
test_0000,8,3,mV_3,27.407,0.03676134471081031,0.18918515751808154,False
test_0000,8,4,mV_4,35.711,-0.1517553556166926,0.2936848565941419,False
test_0000,8,5,mV_5,41.885999999999996,-0.834467370432372,0.5881660308533454,False
test_0000,8,6,mV_6,48.061,-0.5319740269319453,0.6596591747694436,False
test_0000,8,7,mV_7,51.755,-0.7402212747815119,0.7318371111110243,False
test_0000,8,8,mV_8,52.54,-0.9149318679491284,0.8905105241107618,False
test_0000,8,9,mV_9,52.352,-0.9919570857632787,0.9838115666319225,False
test_0000,8,10,mV_10,48.562,-1.0364002270520045,1.056136558766686,False
test_0000,8,11,mV_11,41.27,-1.1597886951994563,1.25541019336886,False
test_0000,8,12,mV_12,33.072,-1.665663156024522,1.569147526200881,False
test_0000,8,13,mV_13,27.29,-1.7854750975550235,1.649759582131015,False
test_0000,8,14,mV_14,24.533,-1.3624249773894914,1.200042609812593,False
test_0000,8,15,mV_15,25.355,-0.2898453869163651,0.576406998059887,False
test_0000,8,16,mV_16,26.177,-0.3635122410173266,0.3473590350298077,False
test_0000,8,17,mV_17,29.571,-0.37256627116821256,0.3570468954242877,False
test_0000,8,18,mV_18,32.01,-0.3195427983433991,0.3999958406270139,False
test_0000,8,19,mV_19,30.673,-0.5883314946530446,0.44834833133346785,False
test_0000,8,20,mV_20,30.917,-0.29718753768438305,0.29567664250545267,False
test_0000,9,0,mV_0,31.919,-1.5495548320671237,0.9742146397754742,False
test_0000,9,1,mV_1,28.059,-0.7977488949676491,0.9284847800873076,False
test_0000,9,2,mV_2,22.597,-0.5688864983468087,0.7886457204479456,False
test_0000,9,3,mV_3,24.657,-1.2190609901305156,1.1093092142107828,False
test_0000,9,4,mV_4,32.556,-1.4302283782352911,1.4881684593604991,False
test_0000,9,5,mV_5,39.198,-1.873156090840898,1.8019931373682576,False
test_0000,9,6,mV_6,44.105,-2.0314319895559434,2.027211917555242,True
test_0000,9,7,mV_7,47.712,-2.1728276002681826,2.147014853874021,True
test_0000,9,8,mV_8,48.721,-2.2109722254037742,2.1866081563232993,True
test_0000,9,9,mV_9,48.878,-2.1516605742174666,2.0860879350222152,True
test_0000,9,10,mV_10,46.221,-1.8300583662501533,1.8353042463387008,False
test_0000,9,11,mV_11,40.212,-1.5294396786370306,1.6354721869295616,False
test_0000,9,12,mV_12,33.106,-1.6529510241940324,1.6693966985825157,False
test_0000,9,13,mV_13,27.147,-1.8422450673049666,1.8126460911374014,False
test_0000,9,14,mV_14,23.345,-1.9131432057456397,1.9359957154065146,False
test_0000,9,15,mV_15,21.748,-2.0754513828298125,1.9612941889558737,False
test_0000,9,16,mV_16,23.492,-1.78113078441823,1.860806604908826,False
test_0000,9,17,mV_17,26.721,-1.8055134679690321,1.741865845298415,False
test_0000,9,18,mV_18,29.208,-1.5753056608373657,1.723243955819438,False
test_0000,9,19,mV_19,27.754,-1.9368510336339881,1.8590549242270857,False
test_0000,9,20,mV_20,27.468,-1.9872119688030008,1.4778187428099974,False
test_0000,10,0,mV_0,39.2,1.3858708820686187,0.9685517530270822,False
test_0000,10,1,mV_1,33.185,1.102465247971091,1.404267423985242,False
test_0000,10,2,mV_2,28.63,2.0262683179301675,2.1369442924763686,True
test_0000,10,3,mV_3,34.756,3.3927752860740483,2.9810301623152986,True
test_0000,10,4,mV_4,43.766,3.1123017591829294,2.9783187554540302,True
test_0000,10,5,mV_5,49.986999999999995,2.295896217376214,2.5650272625229524,True
test_0000,10,6,mV_6,56.208,2.5560148561564517,2.411842475315908,True
test_0000,10,7,mV_7,60.164,2.2394439715745142,2.215428059356244,True
test_0000,10,8,mV_8,60.619,1.8268094381194968,1.8350888606431535,False
test_0000,10,9,mV_9,59.659,1.4472925947591055,1.375457695400898,False
test_0000,10,10,mV_10,53.921,0.7804361539658834,0.8968182826310781,False
test_0000,10,11,mV_11,46.247,0.5791082278334404,0.6069239497190826,False
test_0000,10,12,mV_12,38.835,0.4890431892435661,0.5203558981794429,False
test_0000,10,13,mV_13,33.108,0.5242289863971991,0.6808267274065927,False
test_0000,10,14,mV_14,30.03,1.1858057475884063,1.194432895099974,False
test_0000,10,15,mV_15,29.742,1.8818910988258852,1.9118217486477467,False
test_0000,10,16,mV_16,31.975,2.6976990493508097,2.4424029357451795,False
test_0000,10,17,mV_17,35.269,2.4923225454532125,2.2739093922087346,False
test_0000,10,18,mV_18,35.8765,1.413293428577703,1.8537858816667176,False
test_0000,10,19,mV_19,36.484,2.0962341240582525,2.0146194051089132,False
test_0000,10,20,mV_20,36.529,2.452715943741445,1.7504165028852856,False
test_0000,11,0,mV_0,32.839,-1.1786453887207597,0.5959953152290686,False
test_0000,11,1,mV_1,30.139,-0.026690483474754962,0.37699348659043674,False
test_0000,11,2,mV_2,23.278,-0.2759475906914771,0.6734047020160273,False
test_0000,11,3,mV_3,22.695,-2.1150331432064,1.5817188834707343,False
test_0000,11,4,mV_4,31.592,-1.8208616567786595,1.8167667614860123,False
test_0000,11,5,mV_5,40.137,-1.51031058918033,1.5432098198639999,False
test_0000,11,6,mV_6,45.952,-1.3313564443166803,1.3871451692023253,False
test_0000,11,7,mV_7,49.962,-1.3755571989956104,1.3453065327803613,False
test_0000,11,8,mV_8,51.409,-1.2987552888135443,1.3253797847071604,False
test_0000,11,9,mV_9,51.344,-1.3284513622059433,1.2291139016924701,False
test_0000,11,10,mV_10,48.785,-0.9607975935444498,0.9827939133661373,False
test_0000,11,11,mV_11,42.64,-0.6811291041697064,0.7479845669764578,False
test_0000,11,12,mV_12,35.738,-0.6688824660219683,0.6831221465106179,False
test_0000,11,13,mV_13,29.99,-0.7135945498288284,0.6983192835595622,False
test_0000,11,14,mV_14,25.968,-0.6972055685586237,0.7994585606333489,False
test_0000,11,15,mV_15,23.739,-1.0898285555873195,0.9657149836950648,False
test_0000,11,16,mV_16,24.998,-0.9859972550469965,1.0152159488802606,False
test_0000,11,17,mV_17,28.325,-0.9990407298397296,0.8682571236299471,False
test_0000,11,18,mV_18,31.632,-0.48894977979333293,0.5869198042881004,False
test_0000,11,19,mV_19,31.144,-0.37073892772600625,0.35409605578216247,False
test_0000,11,20,mV_20,31.144,-0.18595658788330444,0.18566302587315378,False
test_0000,12,0,mV_0,36.761,0.40255769476233194,0.2909885279490896,False
test_0000,12,1,mV_1,29.243,-0.35883872227169455,0.3749628178682185,False
test_0000,12,2,mV_2,23.037,-0.37961613216715284,0.38768971594805995,False
test_0000,12,3,mV_3,28.274,0.4326878771862395,0.436309377849065,False
test_0000,12,4,mV_4,37.32,0.5002456248566279,0.5824649059536676,False
test_0000,12,5,mV_5,46.366,0.896680496915175,0.7692200242219526,False
test_0000,12,6,mV_6,51.531,0.783273478200832,0.7364604507217926,False
test_0000,12,7,mV_7,55.206,0.4826143495703311,0.5669331999327556,False
test_0000,12,8,mV_8,56.766,0.5192306223895282,0.5063290683707417,False
test_0000,12,9,mV_9,56.834,0.504240679133579,0.4532080565765637,False
test_0000,12,10,mV_10,52.46,0.2851202456495686,0.30229242259758976,False
test_0000,12,11,mV_11,44.975,0.13468851995764292,0.1673200895673943,False
test_0000,12,12,mV_12,37.834,0.11478307270472277,0.20723368311154156,False
test_0000,12,13,mV_13,32.958,0.46468006707907783,0.4578202191712626,False
test_0000,12,14,mV_14,29.17,0.787137669822172,0.5542304898518341,False
test_0000,12,15,mV_15,26.3,0.17796655268391462,0.3503788927728025,False
test_0000,12,16,mV_16,27.355,0.25844479590120856,0.25541716576373474,False
test_0000,12,17,mV_17,30.962,0.3268125185686072,0.4690190568699309,False
test_0000,12,18,mV_18,34.874,0.9640063944413007,0.8151966742532619,False
test_0000,12,19,mV_19,34.124,1.0059613895618393,1.030940993731587,False
test_0000,12,20,mV_20,33.866,1.1478348013613686,0.8254077480711441,False
test_0001,1,0,mV_0,37.541,0.8353525724061591,0.4627628147116486,False
test_0001,1,1,mV_1,30.803,-0.18034611403427603,0.4314466864540455,False
test_0001,1,2,mV_2,25.586,0.5297419453414708,0.6800255101236821,False
test_0001,1,3,mV_3,33.977,1.4802720357775108,1.1461464961085543,False
test_0001,1,4,mV_4,41.424,1.0942999675377252,1.0956943144166218,False
test_0001,1,5,mV_5,47.753,0.7139052868135262,0.6375871409923753,False
test_0001,1,6,mV_6,51.157,0.028238022804724077,0.2464775243917487,False
test_0001,1,7,mV_7,52.546499999999995,-0.21552876514402047,0.1863029404567168,False
test_0001,1,8,mV_8,53.936,-0.2859162087341022,0.2956103790285265,False
test_0001,1,9,mV_9,53.16,-0.3950803335018811,0.34860539927481893,False
test_0001,1,10,mV_10,51.71,-0.31834472136141134,0.3696587975100175,False
test_0001,1,11,mV_11,49.210499999999996,-0.44686541381536615,0.31283340079363514,False
test_0001,1,12,mV_12,46.711,0.039258054182396834,0.16007773411603382,False
test_0001,1,13,mV_13,42.828,0.11492941428397543,0.11734451417450936,False
test_0001,1,14,mV_14,36.873,0.20026117394768972,0.2046658011282171,False
test_0001,1,15,mV_15,31.329,0.3032114423335136,0.4164917017472519,False
test_0001,1,16,mV_16,24.464,0.8592827483742908,0.6116583033053213,False
test_0001,1,17,mV_17,12.489,0.4248562741391903,0.4670796323016943,False
test_0001,1,18,mV_18,17.952,0.15932323255410577,0.3503983024273316,False
test_0001,1,19,mV_19,19.753,0.6580904704619245,0.542582526649149,False
test_0001,1,20,mV_20,19.61,0.694825933118641,0.5119355841748017,False
test_0001,2,0,mV_0,32.604,-1.1550603860731912,0.7938806571748367,False
test_0001,2,1,mV_1,28.955,-0.8654018565529642,0.9755292293967339,False
test_0001,2,2,mV_2,21.992,-1.0162528184078161,0.844407906319496,False
test_0001,2,3,mV_3,29.685,-0.47972413190938723,0.6938513014708951,False
test_0001,2,4,mV_4,36.75,-0.7997041236569901,0.7518747661954887,False
test_0001,2,5,mV_5,43.503,-0.9283666855585874,0.9646358479391173,False
test_0001,2,6,mV_6,47.911,-1.2021058969823046,1.0939184802970363,False
test_0001,2,7,mV_7,50.211,-1.0430954416649492,1.0755384899128082,False
test_0001,2,8,mV_8,51.791,-1.0138571793390296,1.0118527491266796,False
test_0001,2,9,mV_9,51.418,-0.9766011961637102,1.0516339827188799,False
test_0001,2,10,mV_10,48.993,-1.2394763592090694,1.1641425560477923,False
test_0001,2,11,mV_11,47.052,-1.2010163096093196,1.2321998173449988,False
test_0001,2,12,mV_12,43.163,-1.287290290952287,1.2825837015002926,False
test_0001,2,13,mV_13,39.126,-1.3547379144872764,1.259484699360478,False
test_0001,2,14,mV_14,34.195,-1.0411726775150723,1.108584878840933,False
test_0001,2,15,mV_15,28.702,-0.9972562458463106,0.7601752379408716,False
test_0001,2,16,mV_16,22.827,-0.005015782555793268,0.2769613772447516,False
test_0001,2,17,mV_17,11.844,0.10055769802110939,0.4533701881483089,False
test_0001,2,18,mV_18,14.01,-1.6073495739952235,0.9277356730596874,False
test_0001,2,19,mV_19,17.472,-0.3956858462271931,0.7785318438255936,False
test_0001,2,20,mV_20,16.732,-0.7154061088527647,0.4566245159831806,False
test_0001,3,0,mV_0,33.89,-0.6365934902651198,0.4553171611652818,False
test_0001,3,1,mV_1,29.811,-0.5480816641308877,0.5643342111976847,False
test_0001,3,2,mV_2,23.135,-0.5245800262638436,0.5532628308495102,False
test_0001,3,3,mV_3,32.084,0.6158096067394663,0.5133572554262441,False
test_0001,3,4,mV_4,39.457,0.2972297819622003,0.37004534988372706,False
test_0001,3,5,mV_5,46.604,0.2699122288710414,0.26588174323420044,False
test_0001,3,6,mV_6,51.68,0.22647273323251862,0.29111422801023584,False
test_0001,3,7,mV_7,54.401,0.44159921670486485,0.3654409568123819,False
test_0001,3,8,mV_8,55.816,0.35209266060727945,0.3087705935444424,False
test_0001,3,9,mV_9,54.611,0.08929783625834593,0.14072393326217825,False
test_0001,3,10,mV_10,52.744,0.032207399924741635,0.058648906348743354,False
test_0001,3,11,mV_11,50.721,0.08088298928714421,0.0803671457585598,False
test_0001,3,12,mV_12,46.265,-0.12749520453520916,0.1478345655580764,False
test_0001,3,13,mV_13,41.895,-0.25546486387474304,0.31768276158080866,False
test_0001,3,14,mV_14,35.077,-0.6323061140385395,0.567824727576163,False
test_0001,3,15,mV_15,29.199,-0.75122181835283,0.8409041192284711,False
test_0001,3,16,mV_16,20.509,-1.2288667261696848,1.060546404464777,False
test_0001,3,17,mV_17,9.589,-1.033230347166908,0.8837181194016624,False
test_0001,3,18,mV_18,18.131,0.23954505710314916,0.40527918620918124,False
test_0001,3,19,mV_19,18.093,-0.10879628346351888,0.11783693634260349,False
test_0001,3,20,mV_20,18.163,-0.014210121340227016,0.03430413153599323,False
test_0001,4,0,mV_0,39.385,1.5787841088525691,1.218895685203186,False
test_0001,4,1,mV_1,35.924,1.7180145231076054,1.6379974100981973,False
test_0001,4,2,mV_2,27.928,1.5371764853250092,1.8178401956836006,False
test_0001,4,3,mV_3,36.164,2.4789932889767785,2.1337110478601096,True
test_0001,4,4,mV_4,43.757,2.039681128161873,2.108747347138377,True
test_0001,4,5,mV_5,50.762,1.8766338432529823,1.8221067304321885,False
test_0001,4,6,mV_6,55.028,1.495478107060916,1.548406976472846,False
test_0001,4,7,mV_7,56.897,1.32603784851657,1.3273436856232768,False
test_0001,4,8,mV_8,58.202,1.1618209383990517,1.2265897487067479,False
test_0001,4,9,mV_9,58.108,1.256679269512318,1.3263032347195156,False
test_0001,4,10,mV_10,57.457,1.6300334614543752,1.507091789088884,False
test_0001,4,11,mV_11,54.816,1.5116209639344675,1.3815749342734356,False
test_0001,4,12,mV_12,48.941,0.873024347770432,0.993610037916948,False
test_0001,4,13,mV_13,44.344,0.7167704921924606,0.711075917401871,False
test_0001,4,14,mV_14,37.601,0.537738337452131,0.5692844888213958,False
test_0001,4,15,mV_15,31.696,0.4848907881888608,0.40189289409754403,False
test_0001,4,16,mV_16,22.647000000000002,-0.10005166256032355,0.4168607057439381,False
test_0001,4,17,mV_17,13.598,0.9824487096662445,0.9986326134842465,False
test_0001,4,18,mV_18,21.902,1.9295813720441737,1.5988702725995259,False
test_0001,4,19,mV_19,21.692,1.5538696366435116,1.684653793171291,False
test_0001,4,20,mV_20,21.664,1.7012945273539677,1.2391146728378617,False
test_0001,5,0,mV_0,35.64,0.06894077696981335,0.1116225672791177,False
test_0001,5,1,mV_1,30.457,-0.3086087151768441,0.30386749818545944,False
test_0001,5,2,mV_2,23.124,-0.5293117854183362,0.3509984076810814,False
test_0001,5,3,mV_3,30.655,-0.03676134471080921,0.229068276633561,False
test_0001,5,4,mV_4,37.95,-0.3134386316942893,0.25908443539854653,False
test_0001,5,5,mV_5,44.941,-0.37269913349479844,0.44820899366878264,False
test_0001,5,6,mV_6,49.146,-0.7339990759912444,0.6340457080468486,False
test_0001,5,7,mV_7,51.192,-0.695485546710107,0.7160699787704439,False
test_0001,5,8,mV_8,52.6,-0.7393097456703168,0.7114813020079392,False
test_0001,5,9,mV_9,52.331,-0.6718201699810163,0.635158547456518,False
test_0001,5,10,mV_10,51.299,-0.4576841041937224,0.4485499792061895,False
test_0001,5,11,mV_11,49.897,-0.20701153845629663,0.2894325368230859,False
test_0001,5,12,mV_12,45.841,-0.2860229661860279,0.2759990184768932,False
test_0001,5,13,mV_13,41.72,-0.32493860307922035,0.31973503655908597,False
test_0001,5,14,mV_14,35.701,-0.3430399738918752,0.3565272068572335,False
test_0001,5,15,mV_15,29.878,-0.4150902765659633,0.44331662845754527,False
test_0001,5,16,mV_16,21.7,-0.6000459868063792,0.7122563012244358,False
test_0001,5,17,mV_17,9.19,-1.2338429547190217,0.8791426909408089,False
test_0001,5,18,mV_18,16.595,-0.4488388675188124,0.6575570174485766,False
test_0001,5,19,mV_19,17.249,-0.4987073800376602,0.38361359518509125,False
test_0001,5,20,mV_20,18.012,-0.0882007531462323,0.1687772215825312,False
test_0001,6,0,mV_0,38.118,1.0679772993744792,1.0482901706703907,False
test_0001,6,1,mV_1,36.839,2.0572060839326043,1.6763426687753056,False
test_0001,6,2,mV_2,27.895,1.5229812078615346,1.2804158344194705,False
test_0001,6,3,mV_3,30.776,0.018494838022208547,0.44424171492357656,False
test_0001,6,4,mV_4,39.259,0.21699597578835467,0.2223327835624755,False
